,商品名,价格,店铺,销量,省份
566,东北老式五仁青红丝月饼传统豆沙枣泥黑芝麻木糖醇独立包10个包邮,22.8,松原尚品食品专营店,4176.0,吉林
567,中秋节礼品大月饼礼盒装广式豆沙蛋黄莲蓉燕窝木盒装团购定制送礼,119.9,美食无疆界,228.0,浙江
568,无糖尿月饼尿病人糖糖尿人低糖精脂糖尿礼盒装送礼中老年木糖醇饼,248.0,唐人福旗舰店,155.0,广东
569,故宫食品锦盒蛋黄莲蓉椰蓉广式中秋高档商务月饼礼盒定制团购送礼,298.0,惟正品,119.0,北京
570,广州酒家利口福广式月饼团购链接（多仓发货，不一定广州发出）,66.0,广州酒家旗舰店,91.0,广东
571,网红中秋节流心奶黄高档月饼礼盒装多口味糕点桃山皮企业团购送礼,88.0,梓丞食品专营店,112.0,浙江
572,金尊澳门人家480g月饼广式什锦经典铁盒礼盒装送礼多口味中秋月饼,29.9,三多食品专营店,381.0,广东
573,锦华月饼礼盒黑松露流心奶黄月饼480g中秋节礼品员工团购优惠,215.0,星麦食品专营店,164.0,北京
574,杏花楼故宫朕的心意中秋限定款广式月饼礼盒装 五仁豆沙椰蓉莲蓉,428.0,杏花楼食品旗舰店,102.0,上海
575,集味村阿狸桃山皮提拉米苏白茶茉莉红豆蔓越莓莲蓉月饼中秋送礼,148.0,集味村旗舰店,457.0,广东
576,冰皮流心奶黄月饼礼盒装送礼品冰皮月饼水果多口味散装批发中秋节,29.9,爱巧旗舰店,30000.0,广东
577,稻香村月饼礼盒上品金月中秋月饼1020g广式苏式蛋黄莲蓉月饼团购,89.0,谛桂圆食品专营店,224.0,北京
578,知味观盈月洞天中秋月饼礼盒装礼品送礼水果奶黄流心酥饼福利团购,168.0,知味观官方旗舰店,88.0,浙江
579,中秋节广式月饼流心多口味混合双层礼盒8粒装送人高档可定做logo,198.0,中喜食品旗舰店,24.0,浙江
580,稻香村月饼礼盒1040g食品旗舰店五仁蛋黄莲蓉多口味中秋送礼团购,108.0,稻香村千朵专卖店,365.0,北京
581,星巴克月饼券星情 星奕 星悦 提货礼券 礼品卡全国通用配送券2020,184.0,佳品天成企业店,235.0,北京
582,锦华月饼815尊享礼1190g高档双层月饼礼盒中秋节礼品企业福利团购,359.0,中谷粮品食品专营店,84.0,北京
583,哈根达斯月饼券月饼票 金尊 898型 礼盒提货券 全国用 包邮,600.0,wewewe8008,13.0,上海
584,杏花楼多口味月饼100g*10广式中秋散装 传统豆沙椰蓉蛋黄五仁莲蓉,81.0,lihongxia13,252.0,上海
585,稻香村无糖精月饼礼盒糖醇月饼木糖醇糖尿病人糕点心老北京食品,158.0,沃滋食品专营店,219.0,北京
586,华美月饼礼盒装蛋黄莲蓉月饼散装多口味中秋节广式送礼品团购批发,34.9,润禧食品专营店,602.0,浙江
587,哈根达斯月饼券票378型圆满臻萃冰激凌优惠代金提货券冰皮团购,247.6,xiaolimin1,32.0,上海
588,金尊月饼礼盒装双黄蛋黄莲蓉豆沙水果广式铁盒装中秋送礼七星伴月,29.9,悠悠猴商贸,2924.0,广东
589,稻香村月饼礼盒蛋黄莲蓉五仁老式广式月饼紫薯散装多口味中秋送礼,69.9,稻香村食品旗舰店,761.0,北京
590,香港元朗荣华金玉双辉600g蛋黄白莲蓉蛋黄莲蓉广式中秋月饼礼盒,175.0,天猫超市,151.0,上海
591,北京稻香村中秋节月饼礼盒装送礼550g高端传统新款大师作高档豪华,399.0,天猫超市,15.0,上海
592,桃李蛋皮月饼散装豆沙味500g 京式厚皮蛋皮月饼团购礼品,39.8,天猫超市,52.0,上海
593,【包邮】盼盼广式月饼480g中秋散装多口味蛋黄白莲蓉月饼礼盒装,59.9,天猫超市,77.0,上海
594,广式金尊中秋月饼礼盒装8个多口味蛋黄莲蓉月饼中秋节送礼,19.9,祖食食品专营店,656.0,广东
595,云腿月饼云南特产散装宣威火腿月饼红塔酥饼大个老式手工老味道,60.9,红塔食品旗舰店,877.0,云南
596,昆明冠生园云腿月饼10枚老式月饼中秋酥皮月饼云南火腿月饼散装,65.0,昆冠旗舰店,515.0,云南
597,南台月雅月手工酥皮月饼520g莲蓉蛋黄肉松云腿中秋礼盒送礼,199.0,南台月旗舰,125.0,四川
598,金顺昌五仁月饼广西叉烧火腿老式传统手工伍仁金腿广式散装多口味,52.8,糖美人食品专营店,1113.0,广西
599,稻香村月饼礼盒传统五仁蛋黄莲蓉多口味广式糕点中秋节定制款团购,49.9,haojuquan,612.0,北京
600,宁酥文传统手工中秋苏式百果月饼散装多口味五仁酥皮5只糕点,31.9,baobei_2009ss,4244.0,江苏
601,润之禧三层提篮大月饼礼盒装蛋黄莲蓉豆沙五仁中秋节送礼品团购,65.9,润馨食品专营店,261.0,浙江
602,禾滋斋竹篮月饼礼盒装广式蛋黄莲蓉豆沙五仁高档中秋节送礼团购,24.9,禾滋斋食品旗舰店,1633.0,浙江
603,六三饼铺月饼礼盒装奶黄流心月饼8饼8味台式酥皮月饼中秋礼盒定制,108.0,六三饼铺旗舰店,1268.0,福建
604,迪士尼流心奶黄月饼礼盒装中秋港式网红月饼快乐奇旅皮盒送人礼品,151.2,许志宽,220.0,北京
605,艾格吃饱了中秋小团圆礼盒送礼月饼多口味手工礼盒装酥皮月饼,198.0,艾格吃饱了旗舰店,562.0,上海
606,金尊广东广式蛋黄莲蓉豆沙绿茶多口味中秋节礼盒装月饼送礼,49.9,粤港澳特产专供店,517.0,广东
607,潘祥记云腿月饼礼盒包装 舞动传奇 中秋月饼滇式云南宣威火腿月饼,29.8,羽宣食品专营店,4199.0,云南
608,中国香港美心双黄莲蓉月饼礼盒装白进口精选限量版豆沙中秋礼品,258.0,lh13712184811,153.0,广东
609,台湾宏亚礼坊中秋流心音乐月饼糕点礼盒装高档商务送礼团购定制,368.0,诗再臻食品专营店,51.0,江苏
610,YOTIME中秋节月饼礼盒装网红雪媚娘桃山皮奶黄手工送礼品团购定制,129.0,yotime旗舰店,660.0,浙江
611,哈根达斯月饼券票268型玲珑心意冰淇淋中秋月饼礼盒提货券全国用,214.4,东方礼品专卖店,302.0,上海
612,（定制）万元和高档送礼团购定制logo中秋广式月饼轻奢礼盒装糕点,86.0,万元和旗舰店,91.0,浙江
613,流心奶黄月饼礼盒装8颗广式蛋黄月饼中秋月饼新款包装盒高档送礼,288.0,遁地蜀旗舰店,76.0,浙江
614,12个 西区老大房 上海鲜肉月饼老字号南京路真肉馅苏州礼盒 包邮,128.88,老大房旗舰店,142.0,上海
615,2020哈根达斯月饼券月饼礼盒七星伴月冰淇淋月饼券全国提货券团购,398.4,北京团购联盟,154.0,北京
616,中秋节高档故宫月饼礼盒装送礼品广式 蛋黄 奶黄流心团购定制logo,118.0,酥妙馋旗舰店,274.0,浙江
617,菲尔雪月饼广式豆沙蛋黄莲蓉肉松老式中秋送礼手工月饼礼盒装9粒,199.0,菲尔雪食品旗舰店,326.0,江西
618,迷你小月饼5斤散装多口味约100个五仁月饼豆沙红枣水果味包邮一箱,29.5,星夜幻风,931.0,河北
619,俗画说月饼礼盒装 送礼中秋节创意6粒多口味苏式茶叶广式高档定制,168.0,留白fly,141.0,北京
620,美食乐中秋月饼 爆款组合散粒,80.0,美食乐食品旗舰店,281.0,黑龙江
621,杏花楼玫瑰豆沙异香牛肉绿豆纤维蛋黄莲蓉伍仁奶油椰蓉月饼100g*5,40.5,上海迎礼商贸,1025.0,上海
622,西贝莜面村月饼礼盒高档杂粮月饼560g 中秋节礼盒送礼多口味,278.0,西贝莜面村旗舰店,462.0,上海
623,稻香村月饼礼盒上品金月1020g中秋月饼广式苏式蛋黄莲蓉中秋礼品,89.0,臻品凡客食品专营店,163.0,北京
624,台湾伊莎贝尔进口中秋月饼港式小月奶黄流心双层高端伴手礼盒送礼,268.0,往尚仁,128.0,福建
625,香港美心月饼券月饼票 流心奶黄 348型 月饼提货券上海使用包邮,280.0,wewewe8008,19.0,上海
626,杏花楼杏福团圆中秋月饼礼盒装送礼手工双黄芝麻蓉大月饼豆沙椰蓉,228.0,杏花楼食品旗舰店,467.0,上海
627,【小马家】南台月月饼家庭装简装酥皮莲蓉蛋黄肉松云腿小马家,80.0,泡沫vs天堂,963.0,四川
628,稻香村苏式月饼酥皮五仁月饼豆沙椒盐散装中秋节糕点零食送礼特产,33.9,稻香村食品旗舰店,7000.0,北京
629,稻香村中秋月饼花生酥月饼芝麻酥月饼老式五仁月饼袋装特产团购,15.9,稻香村食品旗舰店,1856.0,北京
630,荣华清香蛋黄白莲蓉月饼广式月饼125g小月饼散装试吃单个装,12.9,天猫超市,775.0,上海
631,金苹果流心奶黄月饼礼盒2枚糕点点心奶酥皮送礼中秋福利伴手礼,19.9,天猫超市,529.0,上海
632,香港元朗荣华蛋黄红豆沙600g广式月饼礼盒中秋送礼,126.0,天猫超市,228.0,上海
633,李子柒月饼礼盒 我爱北京天安门 网红同款,328.0,lbp225,30.0,北京
634,张阿庆月饼竹篮礼盒装广式蛋黄莲蓉五仁多口味中秋节礼品团购送礼,18.9,张阿庆旗舰店,1713.0,安徽
635,卢师傅月饼河南特产传统花生芝麻酥清真月饼散装多口味老五仁4只,13.9,卢师傅食品旗舰店,10000.0,河南
636,中国香港【奇华饼家月饼】双蛋黄白莲蓉月饼礼盒进口港式中秋糕点,338.0,奇华礼饼专家旗舰店,271.0,广东
637,星巴克月饼星情星悦星奕中秋月饼礼盒月饼券兑换卡定制全国通用,243.6,臻便宜企业店,174.0,北京
638,广州酒家月饼双黄纯白莲蓉广式多口味七星伴月团购中秋礼盒装送礼,88.0,瀚进贸易,352.0,广东
639,稻香村糖醇月饼礼盒600g无蔗糖糖浆莲蓉食品无糖精钠中秋团购送礼,68.0,稻香村千朵专卖店,305.0,北京
640,锦华月饼礼盒装双层花语颂礼中秋节礼品盒团购送客户领导员工福利,178.2,上品阁食品专营店,60.0,北京
641,稻香村苏式月饼酥皮五仁零食豆沙椒盐散装中秋节糕点零食送礼特产,37.9,稻香村品牌店,6500.0,北京
642,老白渡流心奶黄月饼港式蛋黄流沙中秋节礼盒装送礼礼品网红8*50g,159.0,老白渡旗舰店,466.0,广东
643,杏花楼月饼券七星伴月188型月饼礼盒提货券中秋月饼票上海用包邮,131.5,c雨雨99,62.0,上海
644,上海杏花楼月饼嫦娥铁盒800g广式月饼礼盒多口味企业福利团购月饼,85.5,世恩食品专营店,92.0,上海
645,稻香村月饼礼盒中秋广式蛋黄莲蓉豆沙月饼礼盒装传统京式糕点团购,59.9,稻香村心诚专卖店,1170.0,北京
646,【团购拍下链接】金九月饼 全店单品汇集,89.0,金九旗舰店,57.0,广东
647,五芳斋双黄莲蓉月饼礼盒装珍享广式豆沙奶香椰蓉中秋节送礼糕点心,99.0,五芳斋官方旗舰店,53.0,浙江
648,静安香格里拉大酒店月饼券提货券358型尚月礼盒中秋月饼券票上海,250.6,henrywa,10.0,上海
649,广州酒家 荣华富贵月双黄白莲蓉月饼多口味608.5g 中秋礼盒装团购,138.0,宏侨食品专营店,126.0,广东
650,锋味月饼礼盒帕尔玛火腿蛋黄陈皮豆沙广式多口味装礼盒装送礼礼品,298.0,锋味旗舰店,734.0,天津
651,广州W酒店香格里拉花园白天鹅中秋礼盒单位广式蛋黄流心莲蓉月饼,49.0,小猪猪_炎炎,282.0,广东
652,稻香村月饼礼盒装多口味广式品牌高档月饼高端送礼传统中秋节五仁,69.9,稻香村北京专卖店,10000.0,北京
653,哈根达斯月饼券月饼票 圆满臻萃 378型 礼盒提货券全国用包邮,253.0,wewewe8008,63.0,上海
654,怀裕泰 月饼礼盒装送礼多口味中秋节团购定制 网红桃山流心奶黄,89.9,怀裕泰旗舰店,118.0,浙江
655,广州酒家冰炫七星冰皮多口味芒果草莓巧克力流心月饼中秋送礼礼盒,180.0,会福堂食品专营店,214.0,广东
656,稻香村上品荣礼月饼礼盒中秋节礼盒节日送礼员工福利团购客户定制,188.0,兰芝仕食品专营店,175.0,河南
657,稻香村月饼礼盒 上品荣礼高档双层月饼 蛋黄五仁豆沙中秋节日礼品,188.0,中农尚品食品专营店,465.0,北京
658,香港代购港版香港美心流心奶黄月饼流沙港式蛋黄 日期到10月6易碎,270.0,美好生活zzx,91.0,广东
659,南台月月饼雅月礼盒520g莲蓉蛋黄肉松云腿中秋节团购送礼粽月商城,174.0,yunhailinger,116.0,四川
660,诺梵中秋节巧克力冰皮月饼礼盒装散装多口味团购送礼品中秋节礼盒,99.0,诺梵玉品菲专卖店,165.0,浙江
661,【直营】中国香港美心月饼香滑奶黄月饼礼盒装8个港式中秋月饼,349.0,天猫国际进口超市国内现货,4.0,上海
662,金尊广东广式豆沙椰蓉水果蛋黄莲蓉多口味月饼中秋礼盒装送礼,59.9,粤港澳特产专供店,1220.0,广东
663,张阿庆月饼双层竹篮礼盒装广式蛋黄莲蓉五仁豆沙中秋送礼礼品团购,39.9,张阿庆旗舰店,276.0,安徽
664,五芳斋双层竹篮广式月饼礼盒装蛋黄莲蓉中秋节送礼糕点心团购批发,99.9,新鲜惠食品专营店,452.0,浙江
665,北京稻香村国风文创鲜花玫瑰五仁月饼礼盒装老式手工传统中秋送礼,399.0,北京稻香村旗舰店,70.0,北京
666,中秋节月饼竹篮礼盒装广式蛋黄莲蓉豆沙流心奶黄高档礼品送礼团购,19.9,宏盛食品专营店,1110.0,浙江
667,金苹果流心奶黄月饼高档礼盒装中秋送礼港式特产奶黄蛋黄流沙团购,59.9,金苹果食品官方旗舰店,4249.0,安徽
668,2020港版半岛精品店-半岛酒店迷你奶黄月饼8颗装中秋送礼礼盒港式,338.0,梦绮诗,123.0,上海
669,【金九旗舰店】吴川金九伍仁月饼五仁叉烧月饼3斤广式月饼礼盒装Z,279.0,金九旗舰店,150.0,广东
670,木糖醇广式五仁低无糖精月饼散装多口味孕妇糖尿人专用中老年病人,19.8,倍绝食品专营店,3617.0,山东
671,桃李提浆月饼散装多口味800g中秋老式传统五仁豆沙椒盐京式大月饼,39.8,桃李食品旗舰店,1402.0,辽宁
672,故宫月饼朕的心意食品礼盒福盒百灵红色中秋广式月饼福利送礼慰问,218.0,祥瑞坊食品专营店,164.0,北京
673,高档台式冰皮月饼礼盒装送礼桃山皮抹茶芝士散装多口味中秋节礼品,19.9,享食者旗舰店,2141.0,江苏
674,其妙广式小月饼蛋黄莲蓉散装多口味老式中秋饼礼盒装送礼零食糕点,9.9,其妙旗舰店,6500.0,福建
675,云南特产云维云腿月饼宣威火腿饼散装多口味滇式月饼糕点中秋礼盒,75.0,晨骏食品专营店,168.0,云南
676,元朗流心奶黄月饼芝心多口味蛋黄中秋节月饼300g月饼礼盒装 送礼,168.0,天猫超市,146.0,上海
677,华美咏秋400g月饼礼盒广式蛋黄纯白莲蓉月饼多口味铁盒中秋礼盒,39.9,天猫超市,20000.0,上海
678,朕的心意故宫月饼禧盒福昕礼盒360g蛋黄莲蓉玫瑰紫薯中秋送礼,258.0,天猫超市,7.0,上海
679,中国香港产元朗荣华双黄白莲蓉740g香港荣华港式月饼100%香港制造,278.0,天猫超市,95.0,上海
680,稻香村老月饼五仁月饼多口味豆沙枣泥多口味散装老式月饼礼盒糕点,29.9,稻香村食品旗舰店,779.0,北京
681,五芳斋月饼礼盒装嘉禾双蛋黄莲蓉豆沙月饼广式中秋节月饼团购送礼,99.0,五芳斋官方旗舰店,973.0,浙江
682,中秋节月饼礼盒装送礼品团购定制logo广式燕窝蛋黄莲蓉桃山皮流心,109.9,粮午斋旗舰店,334.0,浙江
683,2斤五仁月饼散装 多口味手工酥皮月饼豆沙传统老式苏式五仁月饼,13.9,雨中漫步zsc,25000.0,山东
684,昆明冠生园云腿月饼白饼100gX10枚滇式中秋火腿月饼酥皮月饼散装,79.0,云之冠食品专营店,405.0,云南
685,Amalee艾玛琳燕窝月饼中秋礼盒送礼港式奶黄流心多口味80g*8枚装,298.0,小郢1235,230.0,上海
686,礼券中秋月饼提货券378面值10选1型顺丰包邮团购优惠自选册礼品卡,298.0,首粮旗舰店,73.0,北京
687,【现货速发】南台月月饼家庭装莲蓉蛋黄肉松云腿酥皮简装粽月商城,80.0,yunhailinger,345.0,四川
688,稻香村月饼礼盒装中秋节送礼品蛋黄莲蓉五仁散装多口味月饼铁盒装,89.9,农承食品专营店,469.0,浙江
689,郑永丰温州桥墩镇网红酥皮大月饼散装多口味蛋黄板栗紫薯礼盒一个,29.9,郑永丰食品旗舰店,2909.0,浙江
690,中秋月饼礼盒装广式双块蛋黄莲蓉豆沙五仁组合装 中秋送礼有面子,29.8,硕嘉食品专营店,10000.0,江苏
691,顺丰】中国香港元朗荣华流心奶黄月饼港式流沙蛋黄中秋送礼礼盒装,228.0,元朗荣华官方旗舰店,809.0,广东
692,稻香村月饼礼盒装 中秋送人礼品蛋黄莲蓉五仁广式多口味散装月饼,49.9,旭美食品专营店,285.0,浙江
693,哈根达斯月饼券378型圆满臻萃冰淇淋月饼礼盒提货券月饼票,283.5,真诚票务,345.0,上海
694,云腿月饼云南特产宣威火腿蛋黄月饼5斤云腿酥小饼散装多口味老式,99.0,韵能旗舰店,133.0,云南
695,金尊月饼礼盒装豆沙蛋黄莲蓉多口味广式广东中秋节月饼礼盒送礼,69.9,金尊旗舰店,553.0,广东
696,2斤大个浙江温州苍南特产桥墩超大月饼老式五仁正宗肉传统一个装3,69.0,桥墩郑永丰食品有限公司,166.0,浙江
697,新雅全家福中秋送礼月饼礼盒800g广式月饼多口味五仁蛋黄莲蓉团购,85.0,新雅食品旗舰店,1499.0,上海
698,中国香港美心流心奶黄月饼8个礼盒装蛋黄港式进口送礼品中秋顺丰,238.0,周氏二世祖,61.0,香港
699,蕉熹中秋轻奢木盒高端月饼礼盒装送礼高档多口味企业团购定制logo,98.0,蕉熹旗舰店,119.0,浙江
700,华美月饼月饼礼盒装广式蛋黄莲蓉豆沙散装多口味中秋节团购送礼品,29.9,润韬食品专营店,632.0,浙江
701,美心月饼券票348型流心奶黄中秋港式月饼礼盒提货券 全国使用,313.0,henrywa,76.0,上海
702,流心奶黄月饼礼盒装散装广式多口味蛋黄莲蓉小流沙中秋节送礼团购,29.9,年轮堂食品专营店,1794.0,广东
